issues_title,issues_created_at,issues_thread_id,issues_thread_creator,issues_thread_creator_affiliation,issues_comment_id,issues_comment_type,issues_comment_text,issues_comment_author,issues_comment_author_affiliation,issues_time_to_close,issues_time_to_first_response,issues_no_of_comments,issues_commits,issues_checks,issues_files_changed,issues_lines_changed
docs(ansible): add readme with manual artifacts downloading explanation,2023-09-22T15:09:44Z,1905084029,lexavtanke,leodrive,1731585493,answered,"@lexavtanke I think it's fine if the models change because the user modifies them, but the first time they are downloaded it'd be useful for the user if they can verify the files easily (with `sha2156` for example). Here's the SHA256SUMS file I generated locally:

```
7fe62fcebe0e0f62a000d06aa94d779feb444d933671a4a3189fe01be8c19a00  ./image_projection_based_fusion/pts_backbone_neck_head_pointpainting.onnx
3ca452ea5ca9467bf782955f75704ba8466841e275e8b8acd991b9911d53249e  ./image_projection_based_fusion/pts_voxel_encoder_pointpainting.onnx
86348d8c4bced750f54288b01cc471c0d4f1ec9c693466169ef19413731e6ecc  ./lidar_apollo_instance_segmentation/hdl-64.onnx
eec521ebad7553d0ea2c90472a293aecb7499ab592632f0e100481c8196eb421  ./lidar_apollo_instance_segmentation/vlp-16.onnx
95ef950bb694bd6de91b7e47f5d191d557e92a7f5e2a6bdf655a8b5eed4075cc  ./lidar_apollo_instance_segmentation/vls-128.onnx
3fe7e128955646740c41a25be0c8f141d5a94594fe79d7405fe2a859e391542e  ./lidar_centerpoint/pts_backbone_neck_head_centerpoint.onnx
9bb0b634f3664bd098ce7d6a3d8a9fb7cc8d9b8252b27f302c71e43316bab551  ./lidar_centerpoint/pts_backbone_neck_head_centerpoint_tiny.onnx
dc1a876580d86ee7a341d543f8ade2ede7f43bd032dc5b44155b1f0175405764  ./lidar_centerpoint/pts_voxel_encoder_centerpoint.onnx
2c53465715c1fd2e9dc5727ef3fca74f4cdf0538f74286b0946e219d0ca5693b  ./lidar_centerpoint/pts_voxel_encoder_centerpoint_tiny.onnx
634a1132eb33f8091d60f2c346ababe8b905ae08387037aed883953b7329af84  ./tensorrt_yolo/coco.names
61e922f76918dd3d8e0abdc5fb7406f390609e08bd8ab9e5d3b97afb00f30f8c  ./tensorrt_yolo/yolov3.onnx
0e877c716fbf8a2b431ee3e57f6c7411a6741319b52c32c6dafc53c7e1b17027  ./tensorrt_yolo/yolov4-tiny.onnx
7c7343156c1bd4b397fd1e44b27334691a6219db3ce2e29a03b72af65ddb8f39  ./tensorrt_yolo/yolov4.onnx
a627e5f70180a8746482b572194090466db62c8d1256602c1cd20374dd960e34  ./tensorrt_yolo/yolov5l.onnx
ee6f67f7c00a34cc4cef2fdd9db30dd714df1a4fb2d7e9fc1731cfe85b673133  ./tensorrt_yolo/yolov5m.onnx
be335ff7746957debf1a6903a61fa3f568b780b4afe4958edf2d4bc98e9e0825  ./tensorrt_yolo/yolov5s.onnx
d7cb4cd7078f87bda22a37828d72867accecedf9f74d0d87b5cc1f6f1180a019  ./tensorrt_yolo/yolov5x.onnx
3540a365bfd6d8afb1b5d8df4ec47f82cb984760d3270c9b41dbbb3422d09a0c  ./tensorrt_yolox/label.txt
cc378d327db5616b0b3a4d077bf37100c25a50ecd22d2b542f54098da100f34c  ./tensorrt_yolox/yolox-sPlus-T4-960x960-pseudo-finetune.EntropyV2-calibration.table
f5054e8a890c3be86dc1b4b89a5a36fb2279d4f6110b0159e793be062641bf65  ./tensorrt_yolox/yolox-sPlus-T4-960x960-pseudo-finetune.onnx
b9e9d7da33342262ccaea4469b4d02b8abb32b6d7bf737f9e0883fece1b8f580  ./tensorrt_yolox/yolox-sPlus-opt.EntropyV2-calibration.table
36b0832177b01e6b278e00c7369f1de71e616c36261cbae50f0753d41289da01  ./tensorrt_yolox/yolox-sPlus-opt.onnx
471a665f4243e654dff62578394e508db22ee29fe65d9e389dfc3b0f2dee1255  ./tensorrt_yolox/yolox-tiny.onnx
1a5a49eeec5593963eab8d70f48b8a01bfb07e753e9688eb1510ad26e803579d  ./traffic_light_classifier/lamp_labels.txt
55ebb0d117a5e8943f8d1c6769f1d856b533079d4d871d8e923255cc992ad48a  ./traffic_light_classifier/traffic_light_classifier_efficientNet_b1_batch_1.onnx
684e29843e3128eadb774018730644b3ab9b0a06dc4cdaeed579c2f3fa5d5265  ./traffic_light_classifier/traffic_light_classifier_efficientNet_b1_batch_4.onnx
44d94540fa8b89dfb39cd9a8523cf010ddfb10ea2f1f9b53bf3618ce7f4912ad  ./traffic_light_classifier/traffic_light_classifier_efficientNet_b1_batch_6.onnx
455b71b3b20d3a96aa0e49f32714ba50421f668a2f9b9907c30b1346ac8a3703  ./traffic_light_classifier/traffic_light_classifier_mobilenetv2_batch_1.onnx
41bb79a23a4ac57956adb8e9cb3904420db1b0cd032e97b670cc4f8b174ae3fe  ./traffic_light_classifier/traffic_light_classifier_mobilenetv2_batch_4.onnx
e4792eed6a46fdbd02be2f3a4f1ce91f36fa77698493caf3102e445178c0f058  ./traffic_light_classifier/traffic_light_classifier_mobilenetv2_batch_6.onnx
a41e6e3324e32c30b3b2fe38908eaf3471e2bfdaeb9e14ca0c1c3bc0275119c6  ./traffic_light_fine_detector/tlr_labels.txt
922839fcf22bd32ae5065146fcec193e9d6360ca03bd4c83faea835045daf8eb  ./traffic_light_fine_detector/tlr_yolox_s_batch_1.onnx
b3c6e00acc6ff547d165469684ffb620a9a6330e9d591d445f50c4cf5cb4e292  ./traffic_light_fine_detector/tlr_yolox_s_batch_4.onnx
2824d4c5b7ab5f6bfd41e43e82747107c53e1c727b1cf1dd6746bc49e6749128  ./traffic_light_fine_detector/tlr_yolox_s_batch_6.onnx
e29e6ee68751a270fb285fd037713939ca7f61a897b4c3a7ab22b0d6a9a21ddf  ./traffic_light_ssd_fine_detector/mb2-ssd-lite-tlr.onnx
a41e6e3324e32c30b3b2fe38908eaf3471e2bfdaeb9e14ca0c1c3bc0275119c6  ./traffic_light_ssd_fine_detector/voc_labels_tl.txt
1f660e15f95074bade32b1f80dbf618e9cee1f0b9f76d3f4671cb9be7f56eb3a  ./yabloc_pose_initializer/resources.tar.gz
```

I'm going to use it to update the ansible scripts so that all the files have a SHA256 sum (right now, some still a have an MD5 one)",esteve,tier4,509841,7797,6,15,0,2,147
docs(ansible): add readme with manual artifacts downloading explanation,2023-09-25T12:58:26Z,1905084029,lexavtanke,leodrive,1733661855,questioned,@esteve I've added SHA256SUM to README.,lexavtanke,leodrive,509841,7797,6,15,0,2,147
docs(ansible): add readme with manual artifacts downloading explanation,2023-09-26T10:00:26Z,1905084029,lexavtanke,leodrive,1735221804,answered,"@lexavtanke I see, I meant a separate file, so that users can run `sha256sum -c SHA256SUMS` to check the integrity of the files. If they have to copy and paste the contents of `README`, they won't do it and it's also more difficult to automate.",esteve,tier4,509841,7797,6,15,0,2,147
fix: add updated artifacts for tensorrt_yolox,2023-09-19T14:31:25Z,1903130819,esteve,tier4,,,,,missing,,,0,1,0,1,20
Release Autoware Version 1.0,2023-11-16T13:50:17Z,1891683518,mitsudome-r,tier4,1814471683,answered,@mitsudome-r can I help with this issue or take it over if you are busy?,xmfcx,awf,,5647087,1,0,0,0,0
chore(deps): bump actions/checkout from 3 to 4,2023-09-05T11:07:38Z,1881743804,dependabot[bot],tier4,1706412106,questioned,The following labels could not be found: `github-actions`.,dependabot[bot],Heading Health,6123333,2,1,1,0,15,30
Fix/autoware.repos update,2023-08-24T04:16:37Z,1864372310,bgilby59,tier4,,,,,missing,,,0,7,0,35,1607
fix(autoware.repos): update transport drivers branch,2023-08-17T04:06:33Z,1854210125,drwnz,tier4,,,,,missing,,,0,7,0,35,1571
feat(autoware.repos): change target branch for transport_drivers from tcp to boost,2023-08-08T07:42:41Z,1840757549,mitsudome-r,tier4,,,,,missing,,,0,1,0,1,2
feat(autoware.repos): change vls driver to nebula driver,2023-07-31T02:47:26Z,1828281344,drwnz,tier4,,,,,missing,,,0,1,0,1,10
We still need to use the `ubuntu2004` repo.,2023-07-25T05:47:05Z,1819595083,J-xinyu,thu,,,,,missing,,,0,0,0,0,0
1 package failed: trtexec_vendor,2023-07-24T00:24:09Z,1817251299,J-xinyu,thu,1647017210,answered,@angry-crab do you have some idea about this issue ?,maxime-clem,tier4,309957,21664,5,0,0,0,0
1 package failed: trtexec_vendor,2023-07-25T04:50:39Z,1817251299,J-xinyu,thu,1649120745,answered,"I have this issue also ,did you resolve it?",cho-jang-hyun,Kyung Hee University,309957,21664,5,0,0,0,0
1 package failed: trtexec_vendor,2023-07-25T05:34:30Z,1817251299,J-xinyu,thu,1649151835,answered,I guess you are using a different version of TensorRT. Maybe you could try to upgrade it. ,angry-crab,tier4,309957,21664,5,0,0,0,0
1 package failed: trtexec_vendor,2023-07-25T05:56:32Z,1817251299,J-xinyu,thu,1649168553,questioned,"> 我猜你使用的是不同版本的 TensorRT。也许你可以尝试升级它。

I installed the tensorrt environment according to this configuration https://github.com/autowarefoundation/autoware/pull/3084#discussion_r1160428947

> ❯ find-cuda-versions --cuda 12.0 --os ubuntu2204
> [cudnn x86_64]
> 8.8.0.121-1+cuda12.0
> 8.8.1.3-1+cuda12.0
> 
> [cudnn sbsa]
> 8.8.0.121-1+cuda12.0
> 8.8.1.3-1+cuda12.0
> 
> [nvinfer x86_64]
> 8.6.0.12-1+cuda12.0
> 
> [nvinfer sbsa]
> 
> [tensorrt x86_64]
> 8.6.0.12-1+cuda12.0
> 
> [tensorrt sbsa]",J-xinyu,thu,309957,21664,5,0,0,0,0
1 package failed: trtexec_vendor,2023-07-25T06:02:26Z,1817251299,J-xinyu,thu,1649173550,questioned,"> I have this issue also ,did you resolve it?

I switched the cuda environment ，everything is fine now

> 1. cuda_version=11.8
> 2. cudnn_version=8.7.0.84-1+cuda11.8
> 3. tensorrt_version=8.6.1.6-1+cuda11.8

If you want to do like me, you can execute the following command
```
sudo apt-get -y install cuda-11-8
sudo apt-get install libcudnn8=8.7.0.84-1+cuda11.8 libcudnn8-dev=8.7.0.84-1+cuda11.8
sudo apt-mark hold libcudnn8 libcudnn8-dev

sudo apt-get install libnvinfer-headers-dev=8.6.1.6-1+cuda11.8 libnvinfer-headers-plugin-dev=8.6.1.6-1+cuda11.8 libnvinfer8=8.6.1.6-1+cuda11.8 libnvonnxparsers8=8.6.1.6-1+cuda11.8 libnvparsers8=8.6.1.6-1+cuda11.8 libnvinfer-plugin8=8.6.1.6-1+cuda11.8 libnvinfer-dev=8.6.1.6-1+cuda11.8 libnvonnxparsers-dev=8.6.1.6-1+cuda11.8 libnvparsers-dev=8.6.1.6-1+cuda11.8 libnvinfer-plugin-dev=8.6.1.6-1+cuda11.8

sudo apt-mark hold libnvinfer-headers-dev libnvinfer-headers-plugin-dev libnvinfer8 libnvonnxparsers8 libnvparsers8 libnvinfer-plugin8 libnvinfer-dev libnvonnxparsers-dev libnvparsers-dev libnvinfer-plugin-dev
```",J-xinyu,thu,309957,21664,5,0,0,0,0
"build(CUDA): update CUDA repo OS, and use nvidia/cuda image as a cuda_base_image",2023-07-22T04:26:40Z,1816603732,HansRobo,tier4,1646451967,questioned,"```bash
$ find-cuda-versions --cuda 12.0 --os ubuntu2204
[cudnn x86_64]
8.8.0.121-1+cuda12.0
8.8.1.3-1+cuda12.0

[cudnn sbsa]
8.8.0.121-1+cuda12.0
8.8.1.3-1+cuda12.0

[nvinfer x86_64]
8.6.0.12-1+cuda12.0
8.6.1.6-1+cuda12.0

[nvinfer sbsa]

[tensorrt x86_64]
8.6.0.12-1+cuda12.0
8.6.1.6-1+cuda12.0

[tensorrt sbsa]

```",HansRobo,tier4,10041812,236,4,4,0,4,41
"build(CUDA): update CUDA repo OS, and use nvidia/cuda image as a cuda_base_image",2023-07-22T06:30:06Z,1816603732,HansRobo,tier4,1646503600,questioned,"## latest main

```
ghcr.io/autowarefoundation/autoware-universe    humble-latest-prebuilt-cuda   9aa50533d984   9 hours ago     14.5GB
ghcr.io/autowarefoundation/autoware-universe    humble-latest-cuda            c718732bb9c2   9 hours ago     16.1GB
```

## this pull-request

```
ghcr.io/autowarefoundation/autoware-universe   humble-latest-prebuilt-cuda   0a24d658d92d   44 minutes ago   16GB
ghcr.io/autowarefoundation/autoware-universe   humble-latest-cuda            8d85733424a2   2 hours ago      18.2GB
```",HansRobo,tier4,10041812,236,4,4,0,4,41
"build(CUDA): update CUDA repo OS, and use nvidia/cuda image as a cuda_base_image",2023-07-22T08:20:03Z,1816603732,HansRobo,tier4,1646524935,questioned,"Foooooooooo!!!!!!!!
```bash
ghcr.io/autowarefoundation/autoware-universe   humble-latest-prebuilt-cuda   32c870d51a35   6 minutes ago    10.8GB
ghcr.io/autowarefoundation/autoware-universe   humble-latest-cuda            a6872bc11f73   56 minutes ago   14.3GB
```",HansRobo,tier4,10041812,236,4,4,0,4,41
"build(CUDA): update CUDA repo OS, and use nvidia/cuda image as a cuda_base_image",2023-11-15T09:46:14Z,1816603732,HansRobo,tier4,1812119973,answered,"Thanks @HansRobo for your efforts on this,
We have upgraded to CUDA 12.3 with the following PR:
- https://github.com/autowarefoundation/autoware/pull/3956

Therefore I am closing this.",xmfcx,awf,10041812,236,4,4,0,4,41
Can't build latest docker image locally,2023-06-27T02:44:18Z,1775894386,VRichardJP,macnica,1608646122,questioned,"I have had success adding the following snippet right after the added repository:
```yaml
- name: TMP Install liburcu6
  become: true
  ansible.builtin.apt:
    name:
      - liburcu6
    update_cache: true
```

However I don't understand why it would make any difference (but I am not familiar with ansible). Could just be a temporary server unavailability.",VRichardJP,macnica,6246740,7981,2,0,0,0,0
Can't build latest docker image locally,2023-09-07T07:43:37Z,1775894386,VRichardJP,macnica,1709639311,questioned,Can't reproduce anymore,VRichardJP,macnica,6246740,7981,2,0,0,0,0
build: update commit id for autoware.universe,2023-09-19T12:20:54Z,1771306610,esteve,tier4,1725405762,questioned,No longer applicable.,esteve,tier4,7605974,7605974,1,1,0,1,2
ci(docker-build-and-push): add provenance=false to fix errors in combining multi-arch images,2023-06-21T15:25:18Z,1767863830,kenji-miyake,tier4,,,,,missing,,,0,2,0,2,10
build: backport fix for behavior_path_planner for release/2023.05,2023-06-20T10:52:52Z,1765147260,esteve,tier4,,,,,missing,,,0,1,0,1,2
"When I set a specified goal pose and initial pose, the vehicle will deviate from the lane after running",2023-06-20T05:04:41Z,1763701071,lixianqiang,missing,1598121715,questioned,I have transfered the issue to autoware.universe for feedback.,lixianqiang,missing,51375,51352,1,0,0,0,0
build: update repositories to commits that can be built for release/2023.06,2023-06-19T14:29:24Z,1763670359,esteve,tier4,,,,,missing,,,0,1,0,1,6
build: update repositories to commits that can be built for release/2023.05,2023-06-19T14:23:35Z,1763660878,esteve,tier4,,,,,missing,,,0,1,0,1,6
ci(workflows): update the docker-build-and-push-main workflow to use self hosted runner,2023-06-14T13:43:37Z,1756852636,xmfcx,awf,1591237715,questioned,"OK, once following actions are completed successfully, we can merge this.
- https://github.com/autowarefoundation/autoware/actions/runs/5267561777",xmfcx,awf,172589,2668,3,1,0,1,2
ci(workflows): update the docker-build-and-push-main workflow to use self hosted runner,2023-06-16T14:08:33Z,1756852636,xmfcx,awf,1594743412,questioned,"![Screenshot from 2023-06-16 17-05-45](https://github.com/autowarefoundation/autoware/assets/10751153/7e2727a0-7828-43ad-9cda-cc6d8c07b801)

The new self hosted machine can run it in 20% less time although it needs to process them sequentially.",xmfcx,awf,172589,2668,3,1,0,1,2
ci(workflows): update the docker-build-and-push-main workflow to use self hosted runner,2023-06-16T14:13:07Z,1756852636,xmfcx,awf,1594751296,questioned,"For the record the new self hosted machine:

| Machine  | Location    | Processor  | Graphics  | RAM   | Storage    |
|----------|-------------|------------|-----------|-------|------------|
| Laptop   | Leo Drive   | 7820HK (4c8t)     | GTX1070   | 32GB  | 400GB NVMe |
",xmfcx,awf,172589,2668,3,1,0,1,2
ci(pre-commit-optional): add base-branch option for differential execution,2023-06-12T04:31:43Z,1751869984,isamu-takagi,tier4,,,,,missing,,,0,1,0,1,3
Fix/repos edgeauto,2023-06-10T15:02:19Z,1751003141,aohsato,tier4,,,,,missing,,,0,6,0,4,182
fix(README): update info for Autoware.AI,2023-06-09T06:29:16Z,1749216830,mitsudome-r,tier4,,,,,missing,,,0,1,0,1,2
Compilation of `vesc_ackermann` failed,2023-06-06T04:59:09Z,1742040557,RonaldEnsing,missing,1577905909,answered,"i have this issue also ,are you resolve it?",jyh3690,missing,7598169,48222,5,0,0,0,0
Compilation of `vesc_ackermann` failed,2023-06-06T08:32:30Z,1742040557,RonaldEnsing,missing,1578185849,answered,"I opened a merged request that should fix the issue: https://gitlab.com/autowarefoundation/autoware.auto/AutowareAuto/-/merge_requests/1388
I cannot test it myself so please let me know whether it solves the issue or not.",maxime-clem,tier4,7598169,48222,5,0,0,0,0
